Posicao;Nome;Curso;Opcao;Grupo;Media
1802;Janna Figueroa Graves;Engenharia Quimica - Sao Carlos;2;1;696.29
1803;Sigourney Maynard Hooper;Linguistica - Sao Carlos;1;5;696.13
1804;Timothy Clements Thornton;Engenharia Ambiental - Lagoa do Sino;1;3;696.11
1805;Lucas Pennington Osborne;Quimica - Araras;1;5;696.00
1806;Olympia Jefferson Morrow;Enhenharia de Producao - Sao Carlos;1;3;696.00
1807;Shaeleigh Maldonado Stevens;Psicologia - Sao Carlos;1;5;695.89
1808;Yardley Berg Oliver;Imagem Som - Sao Carlos;1;5;695.88
1809;Emma Colon Robinson;Engenharia de Materiais - Sao Carlos;2;3;695.86
1810;Sydney Duke Sparks;Pedagogia - Sao Carlos;1;5;695.57
1811;Burton Sanford Page;Engenharia de Materiais - Sao Carlos;2;3;695.29
1812;Keith Weaver Sweeney;Gestao e Analise Ambiental - Sao Carlos;1;5;695.25
1813;Quyn Hampton Whitney;Filosofia - Sao Carlos;1;5;695.00
1814;Velma Davenport Roy;Engenharia Quimica - Sao Carlos;2;5;695.00
1815;Serina Sherman Drake;Engenharia Agronomica - Araras;2;5;694.86
1816;Nathan Vaughn Watkins;Engenharia de Materiais - Sao Carlos;1;3;694.71
1817;Robert Daniel Dyer;Engenharia de alimentos - Lagoa do Sino;2;1;694.67
1818;Jessamine Hatfield Griffith;Pedagogia - Sorocaba;2;1;694.63
1819;Regina Acevedo Russo;Engenharia Agronomica - Lagoa do Sino;1;5;694.33
1820;Ethan Salas Koch;Engenharia Mecanica - Sao Carlos;1;5;694.14
1821;Germane Adams Reed;Traducao e Interpretacao em Lingua Brasileira de Sinais - Libras/Lingua Portuguesa - Sao Carlos;2;5;693.86
1822;Nicholas Mills Prince;Enfermagem - Sao Carlos;1;5;693.75
1823;Yetta Quinn Hughes;Engenharia Florestal - Sorocaba;1;5;693.75
1824;Cameron Gates Sanchez;Quimica - Araras;2;5;693.67
1825;Adele Meadows Bentley;Pedagogia - Sorocaba;2;1;693.38
1826;Vance Sloan Kane;Enhenharia de Producao - Sao Carlos;2;3;693.14
1827;Velma Reed Wade;Engenharia de Producao - Sorocaba;1;5;693.00
1828;Lars Odom Woodard;Engenharia de alimentos - Lagoa do Sino;2;5;692.67
1829;Ralph Ruiz Todd;Engenharia Eletrica - Sao Carlos;1;5;692.57
1830;Craig Schmidt Joyner;Engenharia de alimentos - Lagoa do Sino;1;5;692.22
1831;Dylan Koch Atkinson;Linguistica - Sao Carlos;1;5;691.63
1832;Kuame Burke Fox;Engenharia Agronomica - Araras;1;5;691.57
1833;Keegan Spears Barton;Linguistica - Sao Carlos;2;5;691.25
1834;Kadeem Haney Roy;Engenharia de Computacao - Sao Carlos;1;5;691.25
1835;Shaeleigh Bowers Ellison;Ciencia da Computacao - Sao Carlos;1;5;690.88
1836;Shay Malone Rivers;Engenharia Quimica - Sao Carlos;1;5;690.86
1837;Michelle Brock Graham;Engenharia de alimentos - Lagoa do Sino;1;5;690.78
1838;Nissim Knowles Stewart;Linguistica - Sao Carlos;1;5;690.63
1839;Denton Calhoun Garner;Ciencia da Computacao - Sao Carlos;2;3;690.50
1840;Macon Santana Ingram;Administracao - Sorocaba;1;5;690.50
1841;Delilah Sherman Mccormick;Pedagogia - Sorocaba;1;1;690.25
1842;Audra Cohen Bullock;Engenharia Eletrica - Sao Carlos;2;5;690.14
1843;Xaviera Green Lara;Ciencias Sociais - Sao Carlos;1;1;690.00
1844;Kaitlin Shepherd Marks;Ciencias Biologicas - Sao Carlos;1;5;690.00
1845;Orlando Nixon Weaver;Pedagogia - Sorocaba;1;5;690.00
1846;Dale Hewitt Walls;Traducao e Interpretacao em Lingua Brasileira de Sinais - Libras/Lingua Portuguesa - Sao Carlos;1;5;689.57
1847;Carter Randolph Carlson;Pedagogia - Sorocaba;1;5;689.50
1848;Lysandra Vance Lara;Engenharia Mecanica - Sao Carlos;2;5;689.14
1849;Alea Mccall Christian;Ciencias Biologicas - Sao Carlos;1;5;689.13
1850;Myra Marquez Walls;Filosofia - Sao Carlos;1;5;688.63
1851;Kaden Whitfield Cotton;Engenharia Mecanica - Sao Carlos;2;5;688.57
1852;Celeste Mcmahon Nichols;Filosofia - Sao Carlos;2;5;688.50
1853;Jessica Lindsey Mcintosh;Imagem Som - Sao Carlos;1;5;688.50
1854;Eliana Hensley Stanley;Ciencias Biologicas - Sao Carlos;1;5;688.50
1855;Leslie Burns Kirby;Pedagogia - Sorocaba;1;5;688.38
1856;Angela Burch Cantrell;Engenharia Ambiental - Lagoa do Sino;1;5;688.33
1857;Cheyenne Rice Matthews;Engenharia Civil - Sao Carlos;2;1;688.25
1858;Ori Mullen Washington;Pedagogia - Sorocaba;1;1;688.25
1859;Idola Solis Small;Engenharia Eletrica - Sao Carlos;1;5;688.14
1860;Harriet Conner Glass;Geografia - Sorocaba;2;5;688.13
1861;Gavin Emerson Marsh;Ciencia da Computacao - Sao Carlos;1;5;687.50
1862;Price Randall Acosta;Gestao e Analise Ambiental - Sao Carlos;2;5;687.13
1863;Nita Guzman Sloan;Psicologia - Sao Carlos;1;5;686.89
1864;Timothy Conner Chapman;Linguistica - Sao Carlos;1;5;686.75
1865;Tanek Andrews Johnson;Engenharia de Materiais - Sao Carlos;2;1;686.71
1866;Amelia Lindsey Salazar;Medicina - Sao Carlos;2;5;686.57
1867;Brynn Mccarty Parsons;Estatistica - Sao Carlos;2;5;686.57
1868;Lunea Solomon Watts;Ciencias Econimcas - Sorocaba;2;1;686.44
1869;Jasper Mckenzie Ortiz;Matematica - Sao Carlos;2;5;685.86
1870;Stella Oliver Baldwin;Ciencias Biologicas - Sao Carlos;1;5;685.75
1871;Orli French Franco;Fisica - Araras;1;5;685.56
1872;Jonah Arnold Webb;Geografia - Sorocaba;2;5;685.38
1873;Odessa Roman Branch;Engenharia Agronomica - Lagoa do Sino;1;5;685.33
1874;Amos Moon Davenport;Enhenharia de Producao - Sao Carlos;2;5;685.29
1875;Maite Mcconnell Powers;Engenharia Mecanica - Sao Carlos;1;3;685.29
1876;Cameran Nunez Frye;Engenharia Agronomica - Lagoa do Sino;2;5;685.22
1877;Diana Anderson Cannon;Engenharia Agronomica - Araras;1;5;684.86
1878;Alden Rasmussen Garza;Quimica - Araras;2;5;684.67
1879;Ciaran Oneill Whitney;Engenharia de Producao - Sorocaba;2;5;684.38
1880;Leonard Bridges Lowe;Ciencia da Computacao - Sorocaba;1;5;684.25
1881;Brielle Rich Cortez;Engenharia Florestal - Sorocaba;2;5;684.25
1882;Barclay Cunningham Kelley;Linguistica - Sao Carlos;1;5;684.00
1883;Melvin Leach Skinner;Medicina - Sao Carlos;1;5;684.00
1884;Amir Barnes Gordon;Ciencias Biologicas - Sao Carlos;2;5;683.88
1885;Stacy Middleton Chen;Engenharia de Materiais - Sao Carlos;1;5;683.86
1886;Cameron Valdez Bradshaw;Linguistica - Sao Carlos;1;5;683.75
1887;Jordan Fischer Black;Biotecnologia - Sao Carlos;1;5;683.75
1888;Autumn Patel Hoffman;Engenharia Ambiental - Lagoa do Sino;2;5;683.56
1889;Omar Hodges Middleton;Letras - Sao Carlos;1;5;683.50
1890;Sigourney Mcintosh Flowers;Engenharia de Materiais - Sao Carlos;1;3;683.43
1891;Quynn Bowman Sellers;Engenharia Eletrica - Sao Carlos;1;5;683.29
1892;Helen Huff Murphy;Ciencias Biologicas - Sorocaba;1;5;683.25
1893;Odessa Walker Daugherty;Ciencias Biologicas - Sorocaba;1;5;683.25
1894;Wade Yates Wyatt;Pedagogia - Sao Carlos;1;5;683.14
1895;Anthony Franklin Melton;Enfermagem - Sao Carlos;1;5;682.88
1896;Amal Cunningham Ferguson;Matematica - Sao Carlos;1;5;682.86
1897;Mariko Sherman Talley;Gerontologia - Sao Carlos;2;5;682.78
1898;Jarrod Franklin Hayes;Gerontologia - Sao Carlos;1;5;682.56
1899;Harper Aguilar Medina;Filosofia - Sao Carlos;1;5;682.50
1900;Ramona Ball Whitaker;Engenharia Ambiental - Lagoa do Sino;2;5;682.44
1901;Jakeem Dickerson Villarreal;Engenharia de Materiais - Sao Carlos;1;1;682.43
1902;Lev Vargas Hale;Enfermagem - Sao Carlos;1;5;682.38
1903;Magee Whitaker Roach;Engenharia Eletrica - Sao Carlos;1;5;682.14
1904;Nevada Summers Mathis;Engenharia Mecanica - Sao Carlos;1;5;682.00
1905;Malik Sandoval Mcneil;Pedagogia - Sao Carlos;1;5;681.86
1906;George Valentine Goodman;Engenharia de Materiais - Sao Carlos;1;3;681.71
1907;Nigel Barnes Butler;Geografia - Sorocaba;2;5;681.50
1908;Nayda Bryan Pennington;Enhenharia de Producao - Sao Carlos;2;1;681.29
1909;Nicole Rios Torres;Engenharia Florestal - Sorocaba;2;5;680.88
1910;Odette Goff Estes;Engenharia Eletrica - Sao Carlos;1;5;680.57
1911;Graham Trujillo Barron;Filosofia - Sao Carlos;1;5;680.50
1912;Ivy Clemons Skinner;Engenharia de Producao - Sorocaba;1;5;680.13
1913;Jade Flores Kim;Traducao e Interpretacao em Lingua Brasileira de Sinais - Libras/Lingua Portuguesa - Sao Carlos;1;5;679.29
1914;Camilla Burris Grimes;Engenharia de alimentos - Lagoa do Sino;2;5;678.89
1915;Angelica Hutchinson Ayala;Biotecnologia - Sao Carlos;2;5;678.75
1916;Maggy Gibbs Ballard;Engenharia Ambiental - Lagoa do Sino;1;5;678.44
1917;Deanna Stuart Underwood;Medicina - Sao Carlos;1;5;678.43
1918;Talon Owen Garner;Matematica - Sao Carlos;1;5;678.14
1919;Haviva Wilcox Kirby;Enhenharia de Producao - Sao Carlos;1;5;677.71
1920;Gary Barrera Hart;Engenharia de Materiais - Sao Carlos;1;5;677.57
1921;Molly William Pratt;Linguistica - Sao Carlos;1;5;677.38
1922;Risa Collier Cantrell;Pedagogia - Sorocaba;1;5;677.25
1923;Olga Joyce Burnett;Engenharia Fisica - Sao Carlos;1;5;677.00
1924;Aretha Castaneda Gardner;Engenharia Quimica - Sao Carlos;1;5;676.71
1925;Ursula Hodge Bennett;Engenharia de Materiais - Sao Carlos;1;5;676.71
1926;Chandler Paul Beard;Terapia Ocupacional - Sao Carlos;1;5;676.67
1927;Aaron Ball Stuart;Fisica - Sorocaba;2;5;676.67
1928;Evangeline Lowe Logan;Pedagogia - Sao Carlos;2;5;676.29
1929;Jesse Lester Farrell;Engenharia de Producao - Sorocaba;1;5;676.25
1930;Molly Schroeder Walter;Ciencia da Computacao - Sao Carlos;2;5;676.25
1931;Hillary Reed Coffey;Letras - Sao Carlos;1;5;676.13
1932;Gareth Andrews Buckley;Engenharia Ambiental - Lagoa do Sino;1;5;676.00
1933;Darius Mejia Marshall;Traducao e Interpretacao em Lingua Brasileira de Sinais - Libras/Lingua Portuguesa - Sao Carlos;1;5;675.86
1934;Bell Hewitt Gardner;Ciencias Econimcas - Sorocaba;1;5;675.78
1935;Lenore Rush Harvey;Filosofia - Sao Carlos;1;5;675.75
1936;Kevin Murphy Mckee;Educacao Fisica - Sao Carlos;1;5;675.67
1937;Julian Stephenson Golden;Engenharia Fisica - Sao Carlos;2;5;675.57
1938;Chantale Beasley Stevens;Enfermagem - Sao Carlos;1;5;675.38
1939;Michael Meyers Russell;Matematica - Sao Carlos;2;5;674.86
1940;Oscar Hoover Patterson;Quimica - Sao Carlos;1;5;674.60
1941;Desirae Watts Carr;Filosofia - Sao Carlos;2;5;674.50
1942;Blaine Carlson Rosario;Quimica - Sao Carlos;1;5;674.20
1943;Yen French Potts;Engenharia Florestal - Sorocaba;2;5;673.63
1944;Magee Church Little;Engenharia de Materiais - Sao Carlos;1;1;673.57
1945;Yetta Finley King;Enhenharia de Producao - Sao Carlos;2;1;673.57
1946;Price Harper Caldwell;Biblioteconomia - Sao Carlos;1;5;673.38
1947;Ulric Good Conrad;Engenharia Florestal - Sorocaba;2;5;673.38
1948;Ruby Hampton Wright;Engenharia Agronomica - Lagoa do Sino;1;5;673.11
1949;Kelsey Valencia Reeves;Ciencia da Computacao - Sorocaba;1;5;672.88
1950;Ariana Richmond Craft;Ciencias Biologicas - Sorocaba;2;5;672.75
1951;Cherokee Burris Stewart;Ciencias Biologicas - Sao Carlos;1;5;672.75
1952;Devin Diaz Robbins;Educacao Especial - Sao Carlos;1;5;672.71
1953;Ralph Suarez Pierce;Educacao Fisica - Sao Carlos;1;5;672.50
1954;Jolie Berg Bradford;Engenharia Florestal - Sorocaba;1;5;672.50
1955;Quin Thompson Lynn;Engenharia de Materiais - Sao Carlos;2;3;672.43
1956;Reece Cooke Pittman;Biblioteconomia - Sao Carlos;1;5;672.38
1957;Priscilla Stuart Blevins;Quimica - Araras;2;5;671.78
1958;Wing Nolan Reese;Educacao Fisica - Sao Carlos;2;5;671.67
1959;Daniel Schultz Fry;Engenharia de alimentos - Lagoa do Sino;1;5;671.67
1960;Jolie Leach Emerson;Educacao Especial - Sao Carlos;1;5;671.14
1961;Germaine Cobb Leonard;Engenharia Mecanica - Sao Carlos;1;5;671.00
1962;Ezekiel Waller Ewing;Educacao Especial - Sao Carlos;1;5;671.00
1963;Xyla Mcbride Hayes;Quimica - Araras;2;5;670.67
1964;Thor Schroeder Fuller;Engenharia de Materiais - Sao Carlos;1;5;670.29
1965;Thomas Pratt Goodwin;Engenharia Florestal - Sorocaba;2;5;670.25
1966;Hiroko Vasquez Steele;Engenharia Mecanica - Sao Carlos;2;5;670.00
1967;Melanie Wolfe Tate;Terapia Ocupacional - Sao Carlos;2;5;669.89
1968;Rebekah Stevens Lucas;Letras - Sao Carlos;1;5;669.88
1969;Kalia Mejia Vaughn;Ciencias Sociais - Sao Carlos;2;3;669.86
1970;Quyn Smith Keith;Engenharia de Computacao - Sao Carlos;1;5;669.50
1971;Wesley Hunter Goodwin;Engenharia Ambiental - Lagoa do Sino;2;5;669.44
1972;Berk Franks Matthews;Ciencias Sociais - Sao Carlos;1;3;669.43
1973;Dolan Summers Wood;Gerontologia - Sao Carlos;1;5;668.89
1974;Ayanna Schultz Hickman;Engenharia Ambiental - Lagoa do Sino;1;5;668.78
1975;Alexandra Kemp Parker;Gestao e Analise Ambiental - Sao Carlos;1;5;668.75
1976;Halla Dixon Spears;Engenharia Quimica - Sao Carlos;1;5;668.71
1977;Nyssa Miles Boyle;Educacao Especial - Sao Carlos;1;5;668.71
1978;Hashim Guerrero Sosa;Ciencias Sociais - Sao Carlos;2;3;668.57
1979;Carla Cohen Bean;Fisica - Sao Carlos;2;5;668.57
1980;Zachery Lancaster Potter;Engenharia Agronomica - Lagoa do Sino;1;5;668.00
1981;Candace Paul Gibbs;Letras - Sao Carlos;2;5;667.63
1982;Hasad Allen Bridges;Pedagogia - Sao Carlos;1;5;667.43
1983;Regan Gill Sanders;Administracao - Sorocaba;1;5;667.25
1984;Ahmed Evans Barlow;Biblioteconomia - Sao Carlos;2;5;667.13
1985;Karina Reid Marks;Fisica - Araras;1;5;666.67
1986;Justin Gilmore Patrick;Engenharia de Producao - Sorocaba;2;5;666.63
1987;Rebekah Frazier Mcintosh;Engenharia de Materiais - Sao Carlos;1;5;666.57
1988;Hope Winters Giles;Ciencias Biologicas - Sao Carlos;2;5;666.50
1989;Thaddeus Manning Mcintosh;Biotecnologia - Sao Carlos;1;5;666.50
1990;Abra Mullins Snider;Educacao Especial - Sao Carlos;1;5;666.43
1991;Emerson Mejia Frye;Matematica - Sao Carlos;1;5;666.29
1992;Abraham Jennings Navarro;Geografia - Sorocaba;1;5;666.00
1993;Armand Mcknight Horn;Fisica - Sorocaba;1;5;665.89
1994;Jordan Prince Dunlap;Engenharia Agronomica - Lagoa do Sino;1;5;665.67
1995;Beatrice Gilmore Harmon;Enhenharia de Producao - Sao Carlos;2;5;665.57
1996;Ria Kaufman Clay;Educacao Especial - Sao Carlos;1;5;665.43
1997;Brynn Snyder Hamilton;Terapia Ocupacional - Sao Carlos;1;5;665.33
1998;Kelly Greer Spears;Imagem Som - Sao Carlos;1;5;665.25
1999;Elijah Byrd Becker;Engenharia Ambiental - Lagoa do Sino;2;5;665.11
2000;Reece Dunn Randall;Ciencias Biologicas - Sorocaba;2;5;665.00
2001;Abel Savage Kennedy;Quimica - Sao Carlos;2;5;665.00
2002;Brenden Pugh Avery;Engenharia Ambiental - Lagoa do Sino;2;5;664.44
2003;Barclay Brady Grant;Geografia - Sorocaba;1;5;664.00
2004;Ali Hurley Pugh;Pedagogia - Sao Carlos;1;5;663.71
2005;Maxine Black Ewing;Matematica - Sao Carlos;2;5;663.43
2006;Tyler Leonard Evans;Engenharia de Materiais - Sao Carlos;2;5;663.14
2007;Illiana Osborn Rivera;Estatistica - Sao Carlos;1;5;663.14
2008;Daryl Hernandez Cole;Fisioterapia - Sao Carlos;2;5;662.38
2009;Hillary Houston Farley;Fisioterapia - Sao Carlos;1;5;662.25
2010;Georgia Charles Contreras;Engenharia de Materiais - Sao Carlos;2;5;662.00
2011;Ali Crosby Berger;Medicina - Sao Carlos;1;5;662.00
2012;Shaine Nguyen Daniel;Engenharia Agronomica - Lagoa do Sino;2;5;661.78
2013;Urielle Ferguson Spence;Enfermagem - Sao Carlos;2;5;661.75
2014;Roary Hobbs Clark;Enfermagem - Sao Carlos;1;5;661.75
2015;Brendan Newton Watkins;Engenharia Fisica - Sao Carlos;2;5;661.14
2016;Ethan Mckay Pruitt;Enhenharia de Producao - Sao Carlos;2;5;661.00
2017;Lucius Ross Ayala;Engenharia Agronomica - Araras;1;5;660.71
2018;Paul Maldonado Rogers;Pedagogia - Sorocaba;2;5;659.75
2019;Ezekiel Mullen Perkins;Engenharia Quimica - Sao Carlos;2;5;659.71
2020;Kimberley Solomon Leon;Engenharia de Materiais - Sao Carlos;2;5;659.57
2021;Dai Winters Rivas;Turismo - Sorocaba;1;5;659.33
2022;Ursa Strong Horn;Geografia - Sorocaba;1;5;659.25
2023;Paul Hill Guthrie;Educacao Especial - Sao Carlos;2;5;659.14
2024;William Calhoun Callahan;Ciencias Econimcas - Sorocaba;2;5;658.78
2025;Travis Mcpherson Johnson;Pedagogia - Sorocaba;1;5;658.75
2026;Leigh Herman Holcomb;Engenharia Eletrica - Sao Carlos;2;5;658.71
2027;Elijah Webster Alford;Medicina - Sao Carlos;2;5;658.71
2028;Frances Combs Moss;Engenharia de Computacao - Sao Carlos;2;5;658.25
2029;Rina Ayers Stone;Imagem Som - Sao Carlos;2;5;657.63
2030;Avye Levy Logan;Fisica - Sao Carlos;1;5;657.14
2031;Whitney Fitzpatrick Walton;Engenharia Fisica - Sao Carlos;2;5;657.00
2032;Hakeem Parks Branch;Engenharia de alimentos - Lagoa do Sino;1;5;656.67
2033;Isabella Williamson Jenkins;Estatistica - Sao Carlos;1;5;656.29
2034;Amanda Colon Rivers;Medicina - Sao Carlos;1;5;656.29
2035;Nerea Harris Kemp;Engenharia Quimica - Sao Carlos;1;5;656.14
2036;Macon Cleveland Mays;Letras - Sao Carlos;1;5;655.75
2037;Howard Holder Gomez;Engenharia de Producao - Sorocaba;1;5;655.75
2038;Skyler Herman Mayo;Administracao - Sorocaba;1;5;655.63
2039;Judith Bird Galloway;Gestao e Analise Ambiental - Sao Carlos;1;5;655.25
2040;Kimberly Page Morgan;Fisioterapia - Sao Carlos;1;5;655.25
2041;TaShya Maynard Keith;Engenharia Agronomica - Araras;2;5;655.00
2042;Baxter York Wilcox;Engenharia de Producao - Sorocaba;1;5;654.63
2043;Adena Everett Miranda;Engenharia Agronomica - Araras;1;5;654.57
2044;Kalia Cervantes Pitts;Letras - Sao Carlos;2;5;654.50
2045;Brenden Freeman Palmer;Quimica - Araras;1;5;654.44
2046;Merrill Randall Randall;Engenharia Quimica - Sao Carlos;1;5;654.29
2047;Ryan Mendez Curry;Engenharia Mecanica - Sao Carlos;1;5;654.00
2048;Victor Avery Thomas;Enhenharia de Producao - Sao Carlos;1;5;654.00
2049;Paki Guerrero Chambers;Biblioteconomia - Sao Carlos;2;5;654.00
2050;Haley Figueroa Bender;Biotecnologia - Sao Carlos;1;5;653.75
2051;Devin Winters Vargas;Fisica - Sorocaba;2;5;653.11
2052;Connor Quinn Mccoy;Terapia Ocupacional - Sao Carlos;1;5;653.11
2053;Aimee Cox Lindsey;Engenharia de Producao - Sorocaba;2;5;653.00
2054;Colleen Farrell Mcdonald;Engenharia Ambiental - Lagoa do Sino;1;5;651.89
2055;Odysseus Moss Green;Terapia Ocupacional - Sao Carlos;1;5;651.22
2056;Callie Becker Crane;Administracao - Sorocaba;1;5;651.13
2057;Heidi Sutton Cobb;Terapia Ocupacional - Sao Carlos;2;5;650.78
2058;Keiko Vazquez Coleman;Engenharia de alimentos - Lagoa do Sino;1;5;650.78
2059;Omar Perez Stein;Estatistica - Sao Carlos;2;5;650.57
2060;Jeremy Shepard Gilliam;Biotecnologia - Sao Carlos;1;5;650.25
2061;Deacon Trujillo Burton;Ciencias Econimcas - Sorocaba;2;5;649.78
2062;Patricia Huff Ratliff;Engenharia Quimica - Sao Carlos;2;5;649.43
2063;Stewart Stein Ayala;Fisioterapia - Sao Carlos;1;5;649.25
2064;Byron Bryant Holden;Fisioterapia - Sao Carlos;1;5;649.25
2065;Whoopi Butler Bryant;Engenharia Mecanica - Sao Carlos;2;5;648.71
2066;Barry Quinn Knowles;Fisioterapia - Sao Carlos;2;5;648.63
2067;Slade Nieves Campbell;Gestao e Analise Ambiental - Sao Carlos;1;5;648.38
2068;Lawrence Brown Hess;Biblioteconomia - Sao Carlos;1;5;648.25
2069;Knox Dillon Burks;Engenharia Civil - Sao Carlos;1;5;648.13
2070;Bree Hanson Barton;Administracao - Sorocaba;1;5;648.13
2071;Kessie Thompson Guy;Engenharia Agronomica - Lagoa do Sino;2;5;648.00
2072;Fleur Hicks Townsend;Quimica - Sao Carlos;2;5;647.80
2073;Branden Mccormick Thompson;Engenharia Agronomica - Araras;1;5;647.57
2074;Odessa Matthews Houston;Matematica - Sao Carlos;1;5;647.43
2075;Melissa Chandler Wolfe;Pedagogia - Sorocaba;1;5;647.38
2076;Edan Hansen Guzman;Turismo - Sorocaba;1;5;647.33
2077;Ferdinand Nicholson Douglas;Imagem Som - Sao Carlos;1;5;647.25
2078;Jack Jennings Mercer;Pedagogia - Sorocaba;1;5;647.00
2079;Nichole Jones Hancock;Estatistica - Sao Carlos;1;5;647.00
2080;Zephr Clayton Dean;Administracao - Sorocaba;1;5;646.38
2081;Gisela Hale Olson;Fisioterapia - Sao Carlos;1;5;646.13
2082;Emery Travis Howell;Engenharia Fisica - Sao Carlos;2;5;646.00
2083;Helen Contreras Quinn;Engenharia Quimica - Sao Carlos;1;5;645.86
2084;Tallulah Foreman Baxter;Fisica - Araras;1;5;645.67
2085;Chiquita Stout Farrell;Engenharia Mecanica - Sao Carlos;2;5;645.43
2086;Zeph Reeves Hansen;Geografia - Sorocaba;1;5;645.38
2087;Skyler Figueroa Bowers;Letras - Sao Carlos;1;5;645.38
2088;Kibo Howe Keller;Enhenharia de Producao - Sao Carlos;1;1;645.29
2089;Sonia Benjamin Riggs;Matematica - Sao Carlos;1;5;645.29
2090;Price Bullock Gilmore;Engenharia Florestal - Sorocaba;2;5;645.00
2091;Katell Howard Ryan;Fisica - Araras;1;5;644.78
2092;Zelenia Dorsey Mccarthy;Imagem Som - Sao Carlos;1;5;644.63
2093;Piper Dotson Waters;Ciencias Biologicas - Sorocaba;2;5;644.38
2094;Dale King Martinez;Enhenharia de Producao - Sao Carlos;2;5;643.43
2095;Alfonso May Guy;Letras - Sao Carlos;1;5;643.13
2096;Arthur Holland Cherry;Ciencias Econimcas - Sorocaba;2;5;642.22
2097;Kirestin Burton Cabrera;Estatistica - Sao Carlos;2;5;641.43
2098;Carol Myers Leonard;Matematica - Sao Carlos;2;5;641.14
2099;Shoshana Emerson Strong;Fisica - Sao Carlos;2;5;640.71
2100;Micah Bright Maddox;Pedagogia - Sorocaba;1;5;640.38
2101;Howard Reynolds Humphrey;Engenharia Ambiental - Lagoa do Sino;1;5;640.22
2102;Tara Velazquez Watts;Engenharia Fisica - Sao Carlos;1;5;639.71
2103;Chastity Gates Meyers;Engenharia de Producao - Sorocaba;1;5;639.50
2104;Sean Kim Byers;Geografia - Sorocaba;1;5;639.38
2105;Jessamine Bradford Underwood;Terapia Ocupacional - Sao Carlos;2;5;639.33
2106;Demetria Davis Flowers;Educacao Fisica - Sao Carlos;1;5;639.00
2107;Shana Ferguson Lawson;Letras - Sao Carlos;1;5;638.88
2108;Jarrod Woods Gallagher;Estatistica - Sao Carlos;1;5;638.86
2109;Nerea Henderson Owens;Medicina - Sao Carlos;1;5;638.57
2110;MacKenzie Guerrero Campbell;Ciencias Econimcas - Sorocaba;1;5;638.56
2111;Sydnee Carney Carroll;Engenharia de Materiais - Sao Carlos;1;5;638.29
2112;Vanna Swanson Myers;Fisica - Sao Carlos;1;5;638.14
2113;Hedley Gallegos Le;Engenharia Florestal - Sorocaba;1;5;638.13
2114;Nichole Haley Potter;Engenharia Fisica - Sao Carlos;2;5;638.00
2115;Signe Ramirez Watson;Turismo - Sorocaba;2;5;637.89
2116;Harper Kirby Bradley;Biotecnologia - Sao Carlos;2;5;637.25
2117;Keith Mathews Best;Imagem Som - Sao Carlos;1;5;637.25
2118;Hayfa Oliver Ball;Ciencia da Computacao - Sao Carlos;1;5;637.00
2119;Justin Buckley Hull;Engenharia Civil - Sao Carlos;2;5;636.88
2120;Lunea Owens Mack;Letras - Sao Carlos;1;5;636.63
2121;Margaret Hopkins Ferrell;Educacao Especial - Sao Carlos;2;5;636.14
2122;Rafael Albert Barton;Engenharia Agronomica - Lagoa do Sino;2;5;635.89
2123;Melanie Pennington Coleman;Engenharia Agronomica - Araras;1;5;635.14
2124;Shaeleigh Kent Mccall;Quimica - Sao Carlos;1;5;635.00
2125;Blythe Morris Mcintosh;Engenharia Agronomica - Araras;1;5;634.86
2126;Clare Case Baxter;Enhenharia de Producao - Sao Carlos;1;5;634.57
2127;Bianca Snyder Riddle;Engenharia Agronomica - Lagoa do Sino;1;5;633.56
2128;Zenaida Duffy Jordan;Geografia - Sorocaba;1;5;633.50
2129;Jamalia Gallagher Rodriguez;Gerontologia - Sao Carlos;1;5;633.33
2130;Adria Duran Randall;Biblioteconomia - Sao Carlos;1;5;633.25
2131;Lael Murphy French;Engenharia de alimentos - Lagoa do Sino;1;5;633.22
2132;Walker Thomas Hart;Ciencia da Computacao - Sao Carlos;1;5;633.13
2133;Shannon Raymond Sutton;Educacao Especial - Sao Carlos;1;5;632.86
2134;Kirk Wynn Brown;Engenharia Agronomica - Araras;1;5;632.71
2135;Arden Owen Harding;Quimica - Sao Carlos;1;5;632.40
2136;Abel Shepherd Frazier;Engenharia Civil - Sao Carlos;1;5;632.00
2137;Kyle Harrington Padilla;Engenharia Ambiental - Lagoa do Sino;1;5;631.78
2138;Ivy Cash Nunez;Ciencia da Computacao - Sao Carlos;1;5;631.38
2139;Odette Porter Hardy;Pedagogia - Sao Carlos;1;5;631.29
2140;Neville Mcfadden Ewing;Estatistica - Sao Carlos;2;5;631.29
2141;Victoria Salazar William;Engenharia Mecanica - Sao Carlos;1;5;630.86
2142;Felix Morse Arnold;Pedagogia - Sorocaba;1;5;630.50
2143;Catherine Hawkins Rich;Engenharia Florestal - Sorocaba;1;5;629.88
2144;Calista Castillo Mcpherson;Ciencias Econimcas - Sorocaba;1;5;629.78
2145;Vincent Dunlap Tate;Fisioterapia - Sao Carlos;1;5;629.38
2146;Marah Russo Patrick;Matematica - Sao Carlos;2;5;629.14
2147;Otto Horn Mendez;Educacao Fisica - Sao Carlos;2;5;629.00
2148;Ifeoma Sullivan Donovan;Biblioteconomia - Sao Carlos;1;5;628.88
2149;Tanner Foley Knight;Engenharia de alimentos - Lagoa do Sino;1;5;628.56
